# lncRNAs with conserved cores across mammals
# panel: 19 species (rheMac10, mm39, rn7, HLoryCun3, bosTau9, susScr11, HLbalEde1, HLcamDro2, equCab3, felCat9, canFam5, HLmanJav2, HLpteVam2, eriEur2, dasNov3, HLeleMax1, monDom5, HLdidVir1, HLnotEug3)
# criteria: lncRNA cores in >= 18 species, mean length >= 120 bp, mean cosine-SW distance <= 0.1
# total genes: 1107  |  intergenic (>5 kb from coding): 234
gene_bare	gene_name	overlap_category	n_cores	max_species	mean_species	best_mean_dist	best_median_dist	max_core_len	coding_partners
ENSG00000244184	PELP1-DT	antisense	1	19	19.0	0.0228	0.0201	236.0	ENSG00000141456
ENSG00000254452		antisense	1	19	19.0	0.0228	0.0163	185.0	ENSG00000174903
ENSG00000241158		antisense	1	19	19.0	0.0229	0.0208	208.0	ENSG00000163638
ENSG00000302013		antisense	1	19	19.0	0.0229	0.0173	328.0	ENSG00000183117
ENSG00000269893	SNHG8	antisense	1	19	19.0	0.0229	0.0124	575.0	ENSG00000164099
ENSG00000293484	TEX14BP	antisense	1	19	19.0	0.0229	0.0131	791.0	ENSG00000004777
ENSG00000207955		antisense	1	19	19.0	0.023	0.0053	728.0	ENSG00000167118
ENSG00000294616		antisense	1	19	19.0	0.0232	0.0108	408.0	ENSG00000105376
ENSG00000287921		antisense	1	19	19.0	0.0232	0.0152	347.0	ENSG00000183780
ENSG00000267223		antisense	1	19	19.0	0.0233	0.0204	168.0	ENSG00000198597
ENSG00000307107		antisense	1	19	19.0	0.0233	0.0218	208.0	ENSG00000169554
ENSG00000235189		antisense	1	18	18.0	0.0233	0.0125	331.0	ENSG00000156697
ENSG00000304134		antisense	1	18	18.0	0.0235	0.0222	221.0	ENSG00000162782
ENSG00000286444		antisense	1	18	18.0	0.0235	0.0241	568.0	ENSG00000101474
ENSG00000231691		antisense	1	19	19.0	0.0235	0.02	363.0	ENSG00000143850
ENSG00000214248		antisense	1	18	18.0	0.0236	0.0163	568.0	ENSG00000076984,ENSG00000171017
ENSG00000249637	ANKHD1-DT	antisense	1	19	19.0	0.0237	0.0158	282.0	ENSG00000113073
ENSG00000257913	DDN-AS1	antisense	1	18	18.0	0.0238	0.0146	488.0	ENSG00000167548,ENSG00000181418,ENSG00000181929
ENSG00000228417		antisense	1	19	19.0	0.0238	0.0187	163.0	ENSG00000119950
ENSG00000273082		antisense	1	18	18.0	0.0238	0.0152	233.0	ENSG00000133424
ENSG00000231871	IPO9-AS1	antisense	1	19	19.0	0.0238	0.0208	128.0	ENSG00000134369,ENSG00000198700
ENSG00000285632		antisense	1	19	19.0	0.0239	0.0181	208.0	ENSG00000085788,ENSG00000156735
ENSG00000250467		antisense	1	19	19.0	0.0239	0.0192	128.0	ENSG00000109132
ENSG00000295295		antisense	1	18	18.0	0.0239	0.02	328.0	ENSG00000139874
ENSG00000305058		antisense	1	19	19.0	0.024	0.0221	768.0	ENSG00000132639
ENSG00000228084		antisense	1	19	19.0	0.0241	0.0212	230.0	ENSG00000117620
ENSG00000296265		antisense	1	18	18.0	0.0241	0.0148	248.0	ENSG00000096401
ENSG00000268218		antisense	1	18	18.0	0.0241	0.0169	448.0	ENSG00000167522
ENSG00000237594		antisense	1	19	19.0	0.0242	0.0181	191.0	ENSG00000156299
ENSG00000309767		antisense	1	19	19.0	0.0243	0.0167	208.0	ENSG00000165156,ENSG00000259305
ENSG00000300536		antisense	1	19	19.0	0.0243	0.015	603.0	ENSG00000143315,ENSG00000177807
ENSG00000261790		antisense	1	18	18.0	0.0243	0.014	408.0	ENSG00000127554,ENSG00000127561
ENSG00000289890		antisense	1	18	18.0	0.0244	0.0136	197.0	ENSG00000078061
ENSG00000293799		antisense	1	19	19.0	0.0245	0.0174	168.0	ENSG00000148481
ENSG00000232907	DLGAP4-AS1	antisense	1	19	19.0	0.0246	0.0152	394.0	ENSG00000080845,ENSG00000101335
ENSG00000251151	HOXC-AS3	antisense	1	18	18.0	0.0246	0.0243	120.0	ENSG00000180818,ENSG00000273049
ENSG00000255717	SNHG1	antisense	1	18	18.0	0.0246	0.0133	648.0	ENSG00000168003
ENSG00000246982	BRPF3-AS1	antisense	1	19	19.0	0.0248	0.0211	131.0	ENSG00000096070,ENSG00000112062,ENSG00000156711
ENSG00000272729		antisense	1	19	19.0	0.0248	0.012	408.0	ENSG00000128652
ENSG00000228035	NGF-AS1	antisense	1	18	18.0	0.0248	0.0204	308.0	ENSG00000134259
ENSG00000246777	DYNC1LI2-DT	antisense	1	18	18.0	0.0248	0.0206	208.0	ENSG00000249961
ENSG00000293678		antisense	1	18	18.0	0.025	0.0182	488.0	ENSG00000177119
ENSG00000261898		antisense	1	18	18.0	0.025	0.0196	299.0	ENSG00000161920
ENSG00000301772		antisense	1	18	18.0	0.025	0.0226	208.0	ENSG00000185313
ENSG00000227487		antisense	1	18	18.0	0.0251	0.0194	128.0	ENSG00000149294
ENSG00000265313	LINC01476	antisense	1	18	18.0	0.0253	0.0168	208.0	ENSG00000175155
ENSG00000237773		antisense	1	19	19.0	0.0254	0.0207	184.0	ENSG00000106546
ENSG00000295516		antisense	1	18	18.0	0.0254	0.0218	328.0	ENSG00000151422
ENSG00000298665		antisense	1	19	19.0	0.0255	0.0232	166.0	ENSG00000100083
ENSG00000295822		antisense	1	19	19.0	0.0256	0.0196	368.0	ENSG00000167014
ENSG00000286067		antisense	1	18	18.0	0.0256	0.0226	128.0	ENSG00000089159
ENSG00000272008		antisense	1	19	19.0	0.0256	0.0104	808.0	ENSG00000188994
ENSG00000285728		antisense	1	18	18.0	0.0256	0.0149	448.0	ENSG00000171960,ENSG00000186409
ENSG00000307098		antisense	1	19	19.0	0.0256	0.0196	266.0	ENSG00000173898
ENSG00000177640	CASC2	antisense	1	18	18.0	0.0257	0.0158	240.0	ENSG00000107560
ENSG00000299992		antisense	1	19	19.0	0.0258	0.0201	328.0	ENSG00000037749
ENSG00000275454		antisense	1	18	18.0	0.0258	0.0164	608.0	ENSG00000177971
ENSG00000289285		antisense	1	19	19.0	0.0258	0.0258	368.0	ENSG00000136950
ENSG00000237938		antisense	1	18	18.0	0.0258	0.019	269.0	ENSG00000116786,ENSG00000162461
ENSG00000301541		antisense	1	18	18.0	0.0258	0.0207	208.0	ENSG00000143553
ENSG00000289311		antisense	1	19	19.0	0.0258	0.0194	287.0	ENSG00000122970,ENSG00000174437
ENSG00000302197		antisense	1	18	18.0	0.0258	0.0153	171.0	ENSG00000168056
ENSG00000256034		antisense	1	19	19.0	0.0258	0.0213	160.0	ENSG00000175582
ENSG00000255114	HYOU1-AS1	antisense	1	18	18.0	0.0261	0.0204	288.0	ENSG00000149428
ENSG00000293468		antisense	1	18	18.0	0.0261	0.0235	208.0	ENSG00000107669
ENSG00000285881		antisense	1	18	18.0	0.0263	0.021	472.0	ENSG00000168487
ENSG00000287045		antisense	1	18	18.0	0.0264	0.0196	589.0	ENSG00000120756
ENSG00000257002	CHRM1-AS1	antisense	1	19	19.0	0.0264	0.0216	128.0	ENSG00000168539
ENSG00000234678	ELF3-AS1	antisense	1	19	19.0	0.0266	0.0177	216.0	ENSG00000163435,ENSG00000176393
ENSG00000298609		antisense	1	19	19.0	0.0266	0.0177	328.0	ENSG00000167074
ENSG00000272374	SCUBE3-AS1	antisense	1	18	18.0	0.0267	0.0142	448.0	ENSG00000146197
ENSG00000258377		antisense	1	19	19.0	0.0267	0.0227	220.0	ENSG00000168282
ENSG00000272817		antisense	1	18	18.0	0.0268	0.0229	209.0	ENSG00000174721
ENSG00000258057	BCDIN3D-AS1	antisense	1	18	18.0	0.0268	0.0214	168.0	ENSG00000167566,ENSG00000186666
ENSG00000300501		antisense	1	19	19.0	0.0268	0.0193	208.0	ENSG00000079335
ENSG00000286618		antisense	1	18	18.0	0.0268	0.0207	248.0	ENSG00000118762,ENSG00000118785
ENSG00000293886		antisense	1	18	18.0	0.0269	0.0198	134.0	ENSG00000136848
ENSG00000259238		antisense	1	19	19.0	0.0269	0.0183	248.0	ENSG00000140299
ENSG00000288063		antisense	1	19	19.0	0.0269	0.021	223.0	ENSG00000164080,ENSG00000164081
ENSG00000297520		antisense	1	18	18.0	0.027	0.0162	408.0	ENSG00000198216
ENSG00000237380	HOXD-AS2	antisense	1	19	19.0	0.0271	0.0116	282.0	ENSG00000128652,ENSG00000128709,ENSG00000175879
ENSG00000271776		antisense	1	18	18.0	0.0271	0.0161	368.0	ENSG00000152192
ENSG00000272631		antisense	1	19	19.0	0.0271	0.0217	442.0	ENSG00000107779,ENSG00000122367
ENSG00000288823		antisense	2	18	18.0	0.0272	0.0256	248.0	ENSG00000176986,ENSG00000196968
ENSG00000246662	CIBAR1-DT	antisense	1	18	18.0	0.0273	0.0288	312.0	ENSG00000188343
ENSG00000186594	MIR22HG	antisense	1	19	19.0	0.0273	0.0271	143.0	ENSG00000167716
ENSG00000298550		antisense	1	18	18.0	0.0274	0.0168	248.0	ENSG00000047662,ENSG00000163257
ENSG00000279088		antisense	1	18	18.0	0.0274	0.0262	186.0	ENSG00000176986
ENSG00000299163		antisense	1	18	18.0	0.0275	0.0251	412.0	ENSG00000189266
ENSG00000253187	HOXA10-AS	antisense	1	18	18.0	0.0276	0.0202	368.0	ENSG00000078399,ENSG00000253293,ENSG00000257184
ENSG00000285454		antisense	1	19	19.0	0.0277	0.0221	296.0	ENSG00000188848
ENSG00000295262		antisense	1	18	18.0	0.0278	0.0164	728.0	ENSG00000066117,ENSG00000167588,ENSG00000178449
ENSG00000290074		antisense	1	19	19.0	0.0279	0.02	168.0	ENSG00000143384,ENSG00000143420
ENSG00000309910		antisense	1	19	19.0	0.028	0.0237	140.0	ENSG00000073921
ENSG00000302058		antisense	1	18	18.0	0.0282	0.0184	348.0	ENSG00000065621,ENSG00000148834
ENSG00000309675		antisense	1	19	19.0	0.0282	0.021	368.0	ENSG00000139112
ENSG00000269275		antisense	1	18	18.0	0.0283	0.0231	288.0	ENSG00000160472
ENSG00000260367		antisense	1	19	19.0	0.0284	0.0146	368.0	ENSG00000169682
ENSG00000228835		antisense	1	19	19.0	0.0284	0.0218	155.0	ENSG00000197705
ENSG00000236643		antisense	1	19	19.0	0.0285	0.0167	207.0	ENSG00000148200
ENSG00000273061	CDC37L1-DT	antisense	1	19	19.0	0.0286	0.0257	178.0	ENSG00000106993
ENSG00000269583		antisense	1	18	18.0	0.0286	0.0244	162.0	ENSG00000073050,ENSG00000268361
ENSG00000272288	ILRUN-AS1	antisense	1	18	18.0	0.0286	0.0195	128.0	ENSG00000196821
ENSG00000258944		antisense	1	18	18.0	0.0286	0.0276	128.0	ENSG00000100767
ENSG00000285908		antisense	1	18	18.0	0.0288	0.021	328.0	ENSG00000144867
ENSG00000306939		antisense	1	19	19.0	0.0288	0.0217	133.0	ENSG00000205336
ENSG00000267387		antisense	1	18	18.0	0.0288	0.0202	608.0	ENSG00000130813
ENSG00000291132	MTMR9LP	antisense	1	18	18.0	0.0289	0.0166	221.0	ENSG00000084623
ENSG00000254733		antisense	1	19	19.0	0.029	0.0243	224.0	ENSG00000151376
ENSG00000254041		antisense	1	18	18.0	0.029	0.0189	168.0	ENSG00000169946
ENSG00000303343		antisense	1	19	19.0	0.0291	0.0164	300.0	ENSG00000105810
ENSG00000272768		antisense	1	18	18.0	0.0291	0.0254	528.0	ENSG00000146676
ENSG00000275202		antisense	1	19	19.0	0.0291	0.0224	248.0	ENSG00000102531
ENSG00000231607	DLEU2	antisense	1	19	19.0	0.0292	0.024	140.0	ENSG00000198553,ENSG00000204977
ENSG00000255198	SNHG9	antisense	1	18	18.0	0.0292	0.0239	364.0	ENSG00000140988
ENSG00000297150		antisense	1	18	18.0	0.0292	0.0105	514.0	ENSG00000106077
ENSG00000270823		antisense	1	18	18.0	0.0292	0.02	248.0	ENSG00000106484
ENSG00000290738	URAHP	antisense	1	18	18.0	0.0292	0.0288	342.0	ENSG00000141013
ENSG00000288818		antisense	1	19	19.0	0.0293	0.0298	368.0	ENSG00000023287
ENSG00000305704		antisense	1	19	19.0	0.0294	0.0179	248.0	ENSG00000234602
ENSG00000270607	LEISA1	antisense	1	18	18.0	0.0294	0.0161	648.0	ENSG00000166833
ENSG00000294667		antisense	1	19	19.0	0.0294	0.024	219.0	ENSG00000132005
ENSG00000268812	LIF-AS2	antisense	1	18	18.0	0.0294	0.0178	288.0	ENSG00000128342
ENSG00000306162		antisense	1	18	18.0	0.0295	0.0234	248.0	ENSG00000131748,ENSG00000131771
ENSG00000310351		antisense	1	19	19.0	0.0296	0.0266	153.0	ENSG00000108349,ENSG00000188895
ENSG00000235831	BHLHE40-AS1	antisense	1	18	18.0	0.0297	0.0203	248.0	ENSG00000134107
ENSG00000258017	TUBA1B-AS1	antisense	1	19	19.0	0.0297	0.0276	153.0	ENSG00000123416,ENSG00000167552
ENSG00000307989		antisense	1	19	19.0	0.0297	0.0231	488.0	ENSG00000126247
ENSG00000278058		antisense	1	18	18.0	0.0298	0.0262	488.0	ENSG00000178573
ENSG00000268403	ZNF143-AS1	antisense	1	18	18.0	0.0299	0.0106	808.0	ENSG00000166478
ENSG00000244953		antisense	1	18	18.0	0.0301	0.0216	608.0	ENSG00000187479
ENSG00000286718		antisense	1	19	19.0	0.0301	0.0177	359.0	ENSG00000011454
ENSG00000260236	PTPN23-DT	antisense	1	19	19.0	0.0302	0.0196	688.0	ENSG00000076201
ENSG00000267124		antisense	1	19	19.0	0.0304	0.0243	248.0	ENSG00000105556
ENSG00000254862	LGR4-AS1	antisense	1	18	18.0	0.0306	0.0276	146.0	ENSG00000148943,ENSG00000205213
ENSG00000253809		antisense	1	19	19.0	0.0306	0.026	167.0	ENSG00000112280
ENSG00000304882		antisense	1	18	18.0	0.0306	0.026	248.0	ENSG00000147471
ENSG00000300693		antisense	1	18	18.0	0.0307	0.0198	211.0	ENSG00000181817
ENSG00000215023	GAL3ST2-AS1	antisense	1	18	18.0	0.0307	0.0282	175.0	ENSG00000154252
ENSG00000273828		antisense	1	18	18.0	0.0307	0.0207	288.0	ENSG00000062598
ENSG00000234636	MED14OS	antisense	1	18	18.0	0.0308	0.0252	166.0	ENSG00000180182
ENSG00000303442		antisense	1	18	18.0	0.0308	0.0186	226.0	ENSG00000166839
ENSG00000305109		antisense	1	18	18.0	0.0308	0.0234	288.0	ENSG00000032444,ENSG00000090674
ENSG00000291129	PPIEL	antisense	1	18	18.0	0.0309	0.0296	368.0	ENSG00000183682
ENSG00000239636	TFAP2E-AS1	antisense	1	18	18.0	0.031	0.025	396.0	ENSG00000116819
ENSG00000287710		antisense	1	19	19.0	0.031	0.0206	448.0	ENSG00000131470
ENSG00000288752		antisense	1	19	19.0	0.031	0.0229	688.0	ENSG00000156482
ENSG00000273010		antisense	1	18	18.0	0.0311	0.0258	488.0	ENSG00000121931
ENSG00000295080		antisense	1	18	18.0	0.0311	0.0176	298.0	ENSG00000100023
ENSG00000287547		antisense	1	18	18.0	0.0312	0.0204	328.0	ENSG00000213265
ENSG00000273247		antisense	1	18	18.0	0.0312	0.0262	206.0	ENSG00000164134,ENSG00000172007
ENSG00000231889	TRAF3IP2-AS1	antisense	1	18	18.0	0.0312	0.0236	167.0	ENSG00000009413,ENSG00000056972
ENSG00000260111		antisense	1	18	18.0	0.0312	0.0289	278.0	ENSG00000157350
ENSG00000278709		antisense	2	18	18.0	0.0312	0.0229	408.0	ENSG00000124225
ENSG00000224888	HSALR1	antisense	1	18	18.0	0.0314	0.0298	328.0	ENSG00000103335
ENSG00000245719	SKOR1-AS1	antisense	1	18	18.0	0.0315	0.0282	488.0	ENSG00000188779
ENSG00000244300	GATA2-AS1	antisense	1	18	18.0	0.0315	0.0226	291.0	ENSG00000179348
ENSG00000271969		antisense	1	18	18.0	0.0315	0.0237	248.0	ENSG00000215021
ENSG00000297327		antisense	1	18	18.0	0.0316	0.0262	248.0	ENSG00000013503
ENSG00000223947		antisense	1	19	19.0	0.0316	0.0236	514.0	ENSG00000071082,ENSG00000170485
ENSG00000260107		antisense	1	18	18.0	0.0316	0.0211	169.0	ENSG00000167962
ENSG00000296432		antisense	1	18	18.0	0.0316	0.0252	124.0	ENSG00000070495
ENSG00000261684		antisense	1	19	19.0	0.0318	0.0278	175.0	ENSG00000092531
ENSG00000261373	VPS9D1-AS1	antisense	1	18	18.0	0.0321	0.0232	191.0	ENSG00000075399
ENSG00000260259	LINC02166	antisense	1	18	18.0	0.0322	0.0274	248.0	ENSG00000185324
ENSG00000288871		antisense	1	18	18.0	0.0322	0.0278	368.0	ENSG00000100429,ENSG00000128159,ENSG00000188130
ENSG00000294008		antisense	1	19	19.0	0.0322	0.0296	208.0	ENSG00000184792
ENSG00000302461		antisense	1	18	18.0	0.0323	0.0206	458.0	ENSG00000105808,ENSG00000205236
ENSG00000235902		antisense	1	19	19.0	0.0325	0.0242	223.0	ENSG00000154556
ENSG00000309273		antisense	1	19	19.0	0.0325	0.0285	291.0	ENSG00000165119
ENSG00000296987		antisense	1	19	19.0	0.0325	0.022	151.0	ENSG00000185513,ENSG00000288000
ENSG00000306974		antisense	1	19	19.0	0.0325	0.0303	128.0	ENSG00000196405
ENSG00000302867		antisense	1	19	19.0	0.0326	0.0264	247.0	ENSG00000172765
ENSG00000240057	NEPRO-AS1	antisense	1	18	18.0	0.0327	0.0281	159.0	ENSG00000163608
ENSG00000286626		antisense	1	19	19.0	0.0328	0.0293	644.0	ENSG00000135387
ENSG00000269256		antisense	1	18	18.0	0.0329	0.0261	248.0	ENSG00000148655
ENSG00000255808	PDE2A-AS1	antisense	1	19	19.0	0.0329	0.0203	208.0	ENSG00000186642
ENSG00000289112		antisense	1	19	19.0	0.0329	0.0314	408.0	ENSG00000154153
ENSG00000277597		antisense	1	19	19.0	0.033	0.0204	248.0	ENSG00000174231
ENSG00000203280		antisense	1	18	18.0	0.0331	0.0229	188.0	ENSG00000197077
ENSG00000235563		antisense	1	19	19.0	0.0333	0.016	288.0	ENSG00000162383
ENSG00000218109	KIRREL3-AS3	antisense	1	19	19.0	0.0333	0.0164	488.0	ENSG00000149571
ENSG00000278713		antisense	1	19	19.0	0.0334	0.0253	248.0	ENSG00000103502
ENSG00000257285		antisense	1	19	19.0	0.0334	0.0308	140.0	ENSG00000092036,ENSG00000259132
ENSG00000303189		antisense	1	18	18.0	0.0335	0.0267	248.0	ENSG00000100003
ENSG00000302917		antisense	1	19	19.0	0.0336	0.0255	156.0	ENSG00000103479
ENSG00000267090		antisense	1	18	18.0	0.0337	0.0264	172.0	ENSG00000179168
ENSG00000262049		antisense	1	18	18.0	0.0337	0.0231	208.0	ENSG00000185359
ENSG00000231365	WARS2-AS1	antisense	1	18	18.0	0.0339	0.0231	262.0	ENSG00000116874
ENSG00000309382		antisense	1	19	19.0	0.034	0.0335	144.0	ENSG00000244694
ENSG00000235024	CDK5R2-AS1	antisense	1	18	18.0	0.0341	0.0212	168.0	ENSG00000171450
ENSG00000259843	HEATR3-AS1	antisense	1	18	18.0	0.0344	0.0304	160.0	ENSG00000155393
ENSG00000295244		antisense	1	19	19.0	0.0345	0.0246	168.0	ENSG00000164078
ENSG00000302409		antisense	1	19	19.0	0.0345	0.0137	170.0	ENSG00000136451,ENSG00000266086
ENSG00000305514		antisense	2	19	19.0	0.0346	0.023	253.0	ENSG00000142856
ENSG00000298336		antisense	1	19	19.0	0.0346	0.0294	288.0	ENSG00000137266
ENSG00000306723		antisense	1	18	18.0	0.0346	0.0226	408.0	ENSG00000173039
ENSG00000267348		antisense	1	19	19.0	0.0348	0.0243	287.0	ENSG00000007047,ENSG00000142252
ENSG00000220925		antisense	1	18	18.0	0.0348	0.0276	168.0	ENSG00000089289
ENSG00000306143		antisense	1	18	18.0	0.0349	0.0208	171.0	ENSG00000145147
ENSG00000248932	COPB2-DT	antisense	1	19	19.0	0.035	0.0319	408.0	ENSG00000114113,ENSG00000114115,ENSG00000163864
ENSG00000305675		antisense	1	19	19.0	0.0351	0.0327	253.0	ENSG00000181192
ENSG00000303877		antisense	1	18	18.0	0.0354	0.0297	249.0	ENSG00000160783,ENSG00000160785,ENSG00000260238
ENSG00000289594		antisense	1	19	19.0	0.0354	0.0301	288.0	ENSG00000125247
ENSG00000259172		antisense	1	18	18.0	0.0355	0.019	448.0	ENSG00000140479
ENSG00000294563		antisense	1	18	18.0	0.0355	0.0246	136.0	ENSG00000175215
ENSG00000309524		antisense	1	19	19.0	0.0357	0.0371	488.0	ENSG00000033327
ENSG00000297739		antisense	1	19	19.0	0.0358	0.0354	208.0	ENSG00000154217
ENSG00000223343		antisense	1	18	18.0	0.0358	0.0266	347.0	ENSG00000177479,ENSG00000178467
ENSG00000305284		antisense	1	18	18.0	0.036	0.0318	128.0	ENSG00000149932
ENSG00000295546		antisense	1	19	19.0	0.036	0.0359	248.0	ENSG00000087510
ENSG00000309152		antisense	1	19	19.0	0.0361	0.0297	136.0	ENSG00000176697
ENSG00000295028		antisense	1	18	18.0	0.0362	0.0304	168.0	ENSG00000164951
ENSG00000285190		antisense	1	18	18.0	0.0363	0.0268	560.0	ENSG00000134480
ENSG00000253653		antisense	1	19	19.0	0.0366	0.0287	138.0	ENSG00000055163
ENSG00000287454		antisense	1	18	18.0	0.0366	0.0293	184.0	ENSG00000111145
ENSG00000214401	KANSL1-AS1	antisense	1	18	18.0	0.0366	0.0306	131.0	ENSG00000120071
ENSG00000234779	BNC2-AS1	antisense	1	19	19.0	0.0368	0.0353	168.0	ENSG00000173068
ENSG00000239219	FHL1P1	antisense	1	18	18.0	0.0371	0.0382	291.0	ENSG00000008952
ENSG00000272004		antisense	1	18	18.0	0.0373	0.0382	386.0	ENSG00000189339
ENSG00000299210		antisense	1	19	19.0	0.0374	0.0305	368.0	ENSG00000108298
ENSG00000277449		antisense	1	18	18.0	0.0375	0.0367	257.0	ENSG00000172216
ENSG00000224660	SH3BP5-AS1	antisense	1	18	18.0	0.0376	0.0293	288.0	ENSG00000131370
ENSG00000241648		antisense	1	18	18.0	0.0376	0.0338	149.0	ENSG00000175161
ENSG00000249996	PPIC-AS1	antisense	1	19	19.0	0.0377	0.0268	156.0	ENSG00000168938
ENSG00000248636	PRKAB1-AS1	antisense	1	18	18.0	0.0378	0.0339	288.0	ENSG00000111725,ENSG00000183273,ENSG00000224982
ENSG00000214432		antisense	1	19	19.0	0.0381	0.0381	239.0	ENSG00000184056,ENSG00000198901
ENSG00000264578		antisense	1	18	18.0	0.0384	0.0318	248.0	ENSG00000158669
ENSG00000248980		antisense	1	19	19.0	0.0385	0.0367	208.0	ENSG00000129128
ENSG00000264985		antisense	1	18	18.0	0.0386	0.0336	128.0	ENSG00000069188
ENSG00000226913	BSN-DT	antisense	1	18	18.0	0.0386	0.0302	195.0	ENSG00000173402
ENSG00000266283		antisense	1	18	18.0	0.0387	0.0296	128.0	ENSG00000141448
ENSG00000228061	ELP4-AS1	antisense	1	19	19.0	0.0388	0.0341	143.0	ENSG00000109911
ENSG00000232671	ZNF687-AS1	antisense	1	18	18.0	0.0388	0.0302	352.0	ENSG00000143373
ENSG00000225891	DHDDS-AS1	antisense	1	19	19.0	0.0393	0.0338	186.0	ENSG00000117682
ENSG00000300785		antisense	1	19	19.0	0.0397	0.0272	128.0	ENSG00000110675
ENSG00000293505	GNRHR2	antisense	1	18	18.0	0.04	0.024	528.0	ENSG00000265241,ENSG00000289565
ENSG00000241269		antisense	1	19	19.0	0.0407	0.034	337.0	ENSG00000182095
ENSG00000269961		antisense	1	18	18.0	0.0408	0.0353	127.0	ENSG00000112851
ENSG00000295329		antisense	1	19	19.0	0.0408	0.0413	168.0	ENSG00000096093,ENSG00000170915
ENSG00000294981		antisense	1	18	18.0	0.0409	0.0416	288.0	ENSG00000181449
ENSG00000286562		antisense	1	18	18.0	0.041	0.0356	253.0	ENSG00000112335
ENSG00000301872		antisense	1	19	19.0	0.0411	0.0406	163.0	ENSG00000140386
ENSG00000259426		antisense	1	18	18.0	0.0416	0.0344	623.0	ENSG00000137807,ENSG00000137818,ENSG00000137819
ENSG00000287727		antisense	1	18	18.0	0.0416	0.0294	248.0	ENSG00000142655
ENSG00000250740		antisense	1	18	18.0	0.0416	0.0347	236.0	ENSG00000168743
ENSG00000233554		antisense	1	19	19.0	0.0416	0.0282	121.0	ENSG00000086062
ENSG00000285848		antisense	1	19	19.0	0.0418	0.0328	277.0	ENSG00000103196
ENSG00000266053		antisense	1	19	19.0	0.0419	0.0399	191.0	ENSG00000101745,ENSG00000178127
ENSG00000226754	MAGOH-DT	antisense	1	18	18.0	0.0419	0.0398	408.0	ENSG00000157193
ENSG00000233739		antisense	1	19	19.0	0.042	0.0266	168.0	ENSG00000100151
ENSG00000298361		antisense	1	18	18.0	0.0423	0.0368	217.0	ENSG00000167535
ENSG00000176912		antisense	1	18	18.0	0.0428	0.0256	276.0	ENSG00000079101,ENSG00000176890
ENSG00000232909		antisense	1	18	18.0	0.0428	0.0446	408.0	ENSG00000157343
ENSG00000226648	PLCG1-AS1	antisense	1	18	18.0	0.043	0.0387	156.0	ENSG00000124181,ENSG00000198900
ENSG00000232973	CYP1B1-AS1	antisense	1	18	18.0	0.0432	0.0384	288.0	ENSG00000138061
ENSG00000294769		antisense	1	18	18.0	0.0433	0.0396	208.0	ENSG00000103034
ENSG00000304550		antisense	1	18	18.0	0.0441	0.0369	561.0	ENSG00000136682,ENSG00000184492
ENSG00000304310		antisense	1	18	18.0	0.0444	0.037	226.0	ENSG00000197978
ENSG00000230424	EMC1-AS1	antisense	1	18	18.0	0.0448	0.0322	190.0	ENSG00000127463
ENSG00000267607	ICAM4-AS1	antisense	1	18	18.0	0.0449	0.034	185.0	ENSG00000090339,ENSG00000105371
ENSG00000273406		antisense	1	19	19.0	0.0449	0.0429	168.0	ENSG00000134250
ENSG00000249252		antisense	1	18	18.0	0.046	0.0441	193.0	ENSG00000137449,ENSG00000163145
ENSG00000299297		antisense	1	18	18.0	0.0462	0.0392	528.0	ENSG00000137876
ENSG00000250073	ESAM-AS1	antisense	1	18	18.0	0.0465	0.0359	408.0	ENSG00000149564
ENSG00000304312		antisense	1	18	18.0	0.0479	0.0466	408.0	ENSG00000178031
ENSG00000236200	KDM4A-AS1	antisense	1	18	18.0	0.0489	0.0458	201.0	ENSG00000066135,ENSG00000126091
ENSG00000307921		antisense	1	18	18.0	0.0498	0.0406	133.0	ENSG00000138759
ENSG00000289837		antisense	1	19	19.0	0.0527	0.0527	288.0	ENSG00000101166
ENSG00000307604		antisense	1	18	18.0	0.0536	0.0503	194.0	ENSG00000099917
ENSG00000247416	NCAM1-AS2	antisense	1	19	19.0	0.0536	0.0559	161.0	ENSG00000149294
ENSG00000272853		antisense	1	18	18.0	0.0595	0.0578	162.0	ENSG00000187522
ENSG00000254208		antisense	1	19	19.0	0.0602	0.0618	128.0	ENSG00000133740
ENSG00000254333	NDST1-AS1	antisense	1	19	19.0	0.0603	0.0652	128.0	ENSG00000070614
ENSG00000284675		antisense	1	18	18.0	0.0608	0.0727	190.0	ENSG00000140836
ENSG00000307891		antisense	1	18	18.0	0.0617	0.0614	208.0	ENSG00000182287
ENSG00000258924		antisense+sense	1	19	19.0	0.0072	0.0057	453.0	ENSG00000004139,ENSG00000109072,ENSG00000244045,ENSG00000273171,ENSG00000274529
ENSG00000262712		antisense+sense	1	19	19.0	0.0113	0.0089	488.0	ENSG00000126603,ENSG00000217930
ENSG00000254837	LIPT2-AS1	antisense+sense	1	19	19.0	0.0124	0.0101	568.0	ENSG00000077514,ENSG00000175536
ENSG00000254980		antisense+sense	1	18	18.0	0.0125	0.0104	528.0	ENSG00000137707,ENSG00000183644
ENSG00000269883		antisense+sense	1	19	19.0	0.0135	0.0064	808.0	ENSG00000165548,ENSG00000177108
