chrom	start	end	strand	mmd_score	biotype	gene_id	gene_name	transcript_id	chain_id
chrUn	58522920	58522986	-	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr4-1		U_nm-tRNA-Tyr-GTA-chr4-1	861
chrM	2679	2753	+	0.000000	tRNA	nmt-tRNA-Leu-TAA-1-1		U_nmt-tRNA-Leu-TAA-1-1	840
chrUn	57698888	57698954	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr4-1		U_nm-tRNA-Tyr-GTA-chr4-1	845
chrUn	57701539	57701613	-	0.000000	tRNA	nmt-tRNA-Leu-TAA-1-1		U_nmt-tRNA-Leu-TAA-1-1	845
chrUn	55528211	55528285	+	0.000000	tRNA	nmt-tRNA-Leu-TAA-1-1		U_nmt-tRNA-Leu-TAA-1-1	850
chr6	104500317	104500383	+	0.000000	miRNA	ENSG00000284184.1		U_ENSG00000284184.1	932
chrUn	56741127	56741201	+	0.000000	tRNA	nmt-tRNA-Leu-TAA-1-1		U_nmt-tRNA-Leu-TAA-1-1	851
chrUn	49754021	49754087	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr4-1		U_nm-tRNA-Tyr-GTA-chr4-1	853
chrUn	49756676	49756750	-	0.000000	tRNA	nmt-tRNA-Leu-TAA-1-1		U_nmt-tRNA-Leu-TAA-1-1	853
chrUn	58520261	58520335	+	0.000000	tRNA	nmt-tRNA-Leu-TAA-1-1		U_nmt-tRNA-Leu-TAA-1-1	861
chrUn	58467922	58467993	-	0.081771	tRNA	nmt-tRNA-Gln-TTG-13-1		U_nmt-tRNA-Gln-TTG-13-1	865
chrUn	49849281	49849347	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr4-1		U_nm-tRNA-Tyr-GTA-chr4-1	884
chrUn	49851932	49852006	-	0.000000	tRNA	nmt-tRNA-Leu-TAA-1-1		U_nmt-tRNA-Leu-TAA-1-1	884
chrUn	56743797	56743865	-	0.085182	tRNA	nm-tRNA-Tyr-GTA-chr4-1		U_nm-tRNA-Tyr-GTA-chr4-1	851
chrUn	65628874	65628945	+	0.081728	tRNA	nmt-tRNA-Gln-TTG-13-1		U_nmt-tRNA-Gln-TTG-13-1	910
chrUn	65627314	65627380	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr4-1		U_nm-tRNA-Tyr-GTA-chr4-1	912
chrUn	65629968	65630042	-	0.000000	tRNA	nmt-tRNA-Leu-TAA-1-1		U_nmt-tRNA-Leu-TAA-1-1	912
chr1	297654613	297654682	-	0.018702	miRNA	ENSG00000264781.1		U_ENSG00000264781.1	951
chrUn	39339168	39339239	+	0.081711	tRNA	nmt-tRNA-Gln-TTG-13-1		U_nmt-tRNA-Gln-TTG-13-1	934
chrUn	39439457	39439524	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr4-1		U_nm-tRNA-Tyr-GTA-chr4-1	937
chrUn	39442129	39442203	-	0.000000	tRNA	nmt-tRNA-Leu-TAA-1-1		U_nmt-tRNA-Leu-TAA-1-1	937
chrUn	65587605	65587676	+	0.081711	tRNA	nmt-tRNA-Gln-TTG-13-1		U_nmt-tRNA-Gln-TTG-13-1	940
chrUn	49736909	49736976	+	0.171934	tRNA	nm-tRNA-Tyr-GTA-chr4-1		U_nm-tRNA-Tyr-GTA-chr4-1	941
chrUn	49739578	49739652	-	0.000000	tRNA	nmt-tRNA-Leu-TAA-1-1		U_nmt-tRNA-Leu-TAA-1-1	941
chrUn	60523646	60523712	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr4-1		U_nm-tRNA-Tyr-GTA-chr4-1	944
chrUn	46220486	46220554	-	0.216481	tRNA	nm-tRNA-Tyr-GTA-chr4-1		U_nm-tRNA-Tyr-GTA-chr4-1	961
chrUn	60526297	60526371	-	0.000000	tRNA	nmt-tRNA-Leu-TAA-1-1		U_nmt-tRNA-Leu-TAA-1-1	944
chrUn	56760859	56760925	-	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr4-1		U_nm-tRNA-Tyr-GTA-chr4-1	1005
chrUn	95152678	95152749	+	0.081790	tRNA	nmt-tRNA-Gln-TTG-13-1		U_nmt-tRNA-Gln-TTG-13-1	969
chrUn	72328560	72328626	-	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr4-1		U_nm-tRNA-Tyr-GTA-chr4-1	1057
chrUn	36271250	36271321	+	0.081790	tRNA	nmt-tRNA-Gln-TTG-13-1		U_nmt-tRNA-Gln-TTG-13-1	975
chrUn	73713414	73713485	+	0.081818	tRNA	nmt-tRNA-Gln-TTG-13-1		U_nmt-tRNA-Gln-TTG-13-1	995
chrUn	56758200	56758274	+	0.000000	tRNA	nmt-tRNA-Leu-TAA-1-1		U_nmt-tRNA-Leu-TAA-1-1	1005
chrUn	46217729	46217805	+	0.155347	tRNA	nmt-tRNA-Leu-TAA-1-1		U_nmt-tRNA-Leu-TAA-1-1	961
chrUn	56742224	56742295	-	0.081760	tRNA	nmt-tRNA-Gln-TTG-13-1		U_nmt-tRNA-Gln-TTG-13-1	1015
chrUn	72325901	72325975	+	0.000000	tRNA	nmt-tRNA-Leu-TAA-1-1		U_nmt-tRNA-Leu-TAA-1-1	1057
chrUn	39353181	39353250	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1064
chrUn	36096784	36096853	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1065
chrUn	39420888	39420957	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1066
chrUn	39403898	39403967	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1067
chrUn	50011756	50011825	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1068
chrUn	36182370	36182439	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1069
chrUn	65584432	65584501	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1070
chrUn	56762472	56762541	-	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1071
chrUn	49994700	49994769	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1072
chrUn	55566351	55566420	-	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1073
chrUn	46170665	46170734	-	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1074
chrUn	39472141	39472210	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1075
chrUn	46204883	46204952	-	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1076
chrUn	55515331	55515400	-	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1077
chrUn	66423197	66423266	-	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1078
chrUn	39354797	39354853	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1064
chrUn	61587791	61587860	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1079
chrUn	36098400	36098456	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1065
chrUn	39422504	39422560	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1066
chrUn	54768266	54768335	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1080
chrUn	49864763	49864832	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1081
chrUn	36113880	36113949	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1082
chrUn	39405514	39405570	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1067
chrUn	50013372	50013428	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1068
chrUn	36216522	36216591	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1083
chrUn	36183986	36184042	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1069
chrUn	36130978	36131047	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1084
chrUn	65586048	65586104	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1070
chrUn	36199402	36199471	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1085
chrUn	56760869	56760925	-	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1071
chrUn	46187785	46187854	-	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1086
chrUn	49996316	49996372	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1072
chrUn	50028790	50028859	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1087
chrUn	55564748	55564804	-	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1073
chrUn	46169062	46169118	-	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1074
chrUn	36250957	36251026	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1088
chrUn	39473757	39473813	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1075
chrUn	36165188	36165257	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1089
chrUn	36268077	36268146	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1090
chrUn	36233625	36233694	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1091
chrUn	65917828	65917897	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1092
chr3	378004739	378004806	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr4-1		U_nm-tRNA-Tyr-GTA-chr4-1	1109
chrUn	46203280	46203336	-	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1076
chr3	378007412	378007487	-	0.000000	tRNA	nmt-tRNA-Leu-TAA-1-1		U_nmt-tRNA-Leu-TAA-1-1	1109
chrUn	39455020	39455089	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1093
chrUn	36148089	36148158	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1094
chrUn	55513728	55513784	-	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1077
chrUn	62918713	62918782	-	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1095
chrUn	58541675	58541744	-	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1096
chrUn	66421594	66421650	-	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1078
chrUn	60763611	60763680	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1097
chrUn	39386784	39386853	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1098
chrUn	61589407	61589463	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1079
chrUn	55532483	55532552	-	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1099
chrUn	54769882	54769938	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1080
chrUn	49752400	49752470	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1116
chrUn	57697272	57697341	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1111
chrUn	49866379	49866435	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1081
chrUn	39335995	39336064	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1112
chrUn	56743800	56743855	-	0.108582	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1113
chrUn	36115496	36115552	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1082
chrUn	56745418	56745487	-	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1113
chrUn	36218138	36218194	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1083
chrUn	65919444	65919510	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr4-1		U_nm-tRNA-Tyr-GTA-chr4-1	1156
chrUn	81673730	81673799	-	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1120
chrUn	65922095	65922169	-	0.000000	tRNA	nmt-tRNA-Leu-TAA-1-1		U_nmt-tRNA-Leu-TAA-1-1	1156
chrUn	58524533	58524602	-	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1131
chrUn	49771204	49771259	+	0.093952	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1143
chrUn	36132594	36132650	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1084
chrUn	49769564	49769633	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1143
chrUn	58540062	58540128	-	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr4-1		U_nm-tRNA-Tyr-GTA-chr4-1	1175
chrUn	36201018	36201074	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1085
chrUn	49899343	49899412	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1157
chrUn	46186182	46186238	-	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1086
chrUn	30347831	30347906	-	0.000000	snoRNA	ENSG00000207031.1		U_ENSG00000207031.1	1188
chrUn	50030406	50030462	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1087
chrUn	36252573	36252629	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1088
chrUn	36166804	36166860	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1089
chrUn	36269693	36269749	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1090
chrUn	36235241	36235297	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1091
chrUn	65919444	65919500	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1092
chrUn	39456636	39456692	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1093
chrUn	69021396	69021465	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1170
chrUn	58471131	58471200	-	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1172
chrUn	36149705	36149761	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1094
chrUn	58537403	58537477	+	0.000000	tRNA	nmt-tRNA-Leu-TAA-1-1		U_nmt-tRNA-Leu-TAA-1-1	1175
chrUn	62917110	62917166	-	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1095
chrUn	58540072	58540128	-	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1096
chrUn	60765227	60765283	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1097
chrUn	69023012	69023078	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr4-1		U_nm-tRNA-Tyr-GTA-chr4-1	1182
chrUn	69025663	69025737	-	0.000000	tRNA	nmt-tRNA-Leu-TAA-1-1		U_nmt-tRNA-Leu-TAA-1-1	1182
chrUn	39388400	39388456	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1098
chrUn	55530880	55530936	-	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1099
chrUn	39354797	39354864	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1189
chrUn	57698888	57698944	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1111
chrUn	36098400	36098467	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1190
chrUn	36166804	36166871	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1192
chrUn	39337611	39337667	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1112
chrUn	60396699	60396768	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1179
chrUn	39422504	39422571	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1193
chrUn	49754021	49754077	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1116
chrUn	81672127	81672183	-	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1120
chrUn	58522930	58522986	-	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1131
chrUn	49900959	49901015	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1157
chrUn	50013372	50013439	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1194
chrUn	69023012	69023068	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1170
chrUn	36115496	36115563	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1195
chrUn	36149705	36149772	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1196
chr2	232328678	232328791	-	0.335295	miRNA	ENSG00000277784.1		U_ENSG00000277784.1	85
chrUn	49866379	49866446	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1197
chrUn	50030406	50030473	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1198
chrUn	46186171	46186238	-	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1201
chrUn	60398315	60398371	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1179
chrUn	36252573	36252640	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1199
chrUn	60398315	60398382	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1200
chrUn	58469497	58469558	-	0.042207	tRNA	nm-tRNA-Tyr-GTA-chr17-32		U_nm-tRNA-Tyr-GTA-chr17-32	1172
chrUn	36183986	36184053	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1202
chrUn	46169051	46169118	-	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1207
chrUn	36218138	36218205	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1203
chrUn	36235241	36235308	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1204
chrUn	49996316	49996383	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1205
chrUn	39473757	39473824	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1206
chrUn	46203269	46203336	-	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1212
chrUn	54769882	54769949	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1208
chrUn	36201018	36201085	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1209
chrUn	36132594	36132661	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1210
chrUn	55564737	55564804	-	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1215
chrUn	39388400	39388467	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1211
chr2	233116697	233116760	+	0.336952	miRNA	ENSG00000266392.1		U_ENSG00000266392.1	85
chrM	5337	5404	-	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1218
chrUn	39405514	39405581	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1213
chrUn	36269693	36269760	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1214
chrUn	60765227	60765294	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1216
chrUn	55513717	55513784	-	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1225
chrUn	39456636	39456703	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1219
chrUn	49900959	49901026	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1220
chrUn	56760858	56760925	-	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1232
chr2	232571021	232571134	-	0.309344	misc_RNA	ENSG00000207021.1		U_ENSG00000207021.1	85
chrUn	55530869	55530936	-	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1234
chrUn	57698888	57698955	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1227
chrUn	70841132	70841206	-	0.000000	tRNA	nmt-tRNA-Leu-TAA-1-1		U_nmt-tRNA-Leu-TAA-1-1	1247
chrUn	58522919	58522986	-	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1250
chrUn	72328559	72328626	-	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1256
chrUn	95151121	95151187	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr4-1		U_nm-tRNA-Tyr-GTA-chr4-1	1235
chrUn	95153772	95153846	-	0.000000	tRNA	nmt-tRNA-Leu-TAA-1-1		U_nmt-tRNA-Leu-TAA-1-1	1235
chrUn	49754021	49754088	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1237
chrUn	60523646	60523713	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1246
chrUn	70838481	70838547	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr4-1		U_nm-tRNA-Tyr-GTA-chr4-1	1247
chrUn	64650944	64651013	+	0.000000	tRNA	nmt-tRNA-Ser-TGA-3-1		U_nmt-tRNA-Ser-TGA-3-1	1229
chrUn	61589407	61589473	+	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr4-1		U_nm-tRNA-Tyr-GTA-chr4-1	1259
chrUn	61592058	61592132	-	0.000000	tRNA	nmt-tRNA-Leu-TAA-1-1		U_nmt-tRNA-Leu-TAA-1-1	1259
chrUn	56743797	56743865	-	0.110465	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1236
chrUn	81672117	81672183	-	0.000000	tRNA	nm-tRNA-Tyr-GTA-chr4-1		U_nm-tRNA-Tyr-GTA-chr4-1	1306
chrUn	49771194	49771262	+	0.148739	tRNA	nm-tRNA-Tyr-GTA-chr9-10		U_nm-tRNA-Tyr-GTA-chr9-10	1249
