core_id	gene_bare	gene_name	source_gene_id	ref_chrom	ref_start	ref_end	ref_strand	reference_core_length	mean_reference_island_length	overlap_category	coding_partners	n_species_accepted	n_species_d_le_0.05	n_species_d_le_0.04	n_species_d_le_0.03	n_species_d_le_0.02	n_species_d_le_0.01	mean_dist	median_dist	max_dist	mean_aligned_length	median_aligned_length	species_present
ENSG00000253513_core_1	ENSG00000253513	SQLE-DT	U_ENSG00000253513.2	chr8	124998057	124998225	-	168	168.0	near_coding_5kb	.	17	7	2	0	0	0	0.0532	0.0525	0.073	159.5	168.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rn7,susScr11
ENSG00000253549_core_1	ENSG00000253549		U_ENSG00000253549.7	chr8	85441669	85441797	-	128	128.0	antisense	ENSG00000104267,ENSG00000164879	17	10	8	3	1	0	0.048	0.0408	0.0983	113.0	116.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000253653_core_1	ENSG00000253653		U_ENSG00000253653.1	chr5	157266487	157266625	-	138	138.0	antisense	ENSG00000055163	19	16	13	10	0	0	0.0366	0.0287	0.0894	132.3	136.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000253688_core_1	ENSG00000253688		U_ENSG00000253688.3	chr8	48556302	48556441	-	139	139.0	intergenic	.	19	16	15	11	5	0	0.0344	0.0241	0.0909	111.7	130.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000253744_core_1	ENSG00000253744		U_ENSG00000253744.1	chr5	66144155	66144419	-	264	264.0	antisense	ENSG00000153914	18	18	18	18	17	8	0.0121	0.0107	0.023	250.9	262.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000253806_core_1	ENSG00000253806		U_ENSG00000253806.1	chr8	142727282	142727446	-	164	164.0	antisense	ENSG00000130193	18	18	17	16	7	0	0.0219	0.0202	0.0416	153.6	164.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000253809_core_1	ENSG00000253809		U_ENSG00000253809.1	chr6	70241983	70242150	+	167	167.0	antisense	ENSG00000112280	19	16	15	15	4	0	0.0306	0.026	0.0647	143.5	159.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000253837_core_1	ENSG00000253837	LOXL2-AS1	U_ENSG00000253837.1	chr8	23336850	23337457	+	607	607.0	antisense	ENSG00000134013	17	8	6	4	3	1	0.0543	0.0504	0.0986	223.1	169.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,susScr11
ENSG00000254024_core_2	ENSG00000254024	GRHL2-DT	U_ENSG00000254024.2	chr8	101492743	101492991	-	248	248.0	antisense	ENSG00000083307	19	19	19	19	14	1	0.0158	0.0126	0.0298	228.1	232.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000254041_core_1	ENSG00000254041		U_ENSG00000254041.1	chr8	105143099	105143267	-	168	168.0	antisense	ENSG00000169946	18	16	16	12	10	0	0.029	0.0189	0.0829	138.3	155.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000254048_core_1	ENSG00000254048		U_ENSG00000254048.2	chr8	58991804	58992052	-	248	248.0	sense_overlapping	ENSG00000198846	18	18	16	12	9	1	0.0234	0.0188	0.0491	217.2	240.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,monDom5,rheMac10,rn7,susScr11
ENSG00000254102_core_1	ENSG00000254102		U_ENSG00000254102.3	chr8	64575820	64576308	-	488	488.0	antisense	ENSG00000180828	17	12	11	10	8	0	0.0347	0.0223	0.0883	271.2	298.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,monDom5,rheMac10,rn7,susScr11
ENSG00000254154_core_17	ENSG00000254154	CRYZL2P-SEC16B	U_ENSG00000254154.9	chr1	178022439	178022644	-	205	205.0	sense_overlapping	ENSG00000120341	17	15	15	14	11	0	0.0263	0.018	0.0813	179.6	204.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000254208_core_1	ENSG00000254208		U_ENSG00000254208.1	chr8	85177590	85177718	-	128	128.0	antisense	ENSG00000133740	19	5	4	3	1	0	0.0602	0.0618	0.0938	102.4	107.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000254333_core_1	ENSG00000254333	NDST1-AS1	U_ENSG00000254333.2	chr5	150486013	150486141	-	128	128.0	antisense	ENSG00000070614	19	5	2	2	1	0	0.0603	0.0652	0.0811	104.7	103.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000254369_core_1	ENSG00000254369	HOXA-AS3	U_ENSG00000254369.7	chr7	27152294	27152462	+	168	168.0	antisense	ENSG00000105997,ENSG00000106004,ENSG00000106006,ENSG00000197576	17	16	16	15	12	0	0.0233	0.0159	0.0945	151.8	166.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000254377_core_2	ENSG00000254377	MIR124-2HG	U_ENSG00000254377.9	chr8	64378058	64378489	+	431	431.0	intergenic	.	19	18	16	12	8	3	0.0258	0.0269	0.07	255.2	224.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000254401_core_1	ENSG00000254401		U_ENSG00000254401.2	chr11	11182358	11182566	+	208	208.0	intergenic	.	19	17	8	4	0	0	0.0398	0.0407	0.0597	131.8	129.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000254452_core_1	ENSG00000254452		U_ENSG00000254452.1	chr11	66276778	66276963	-	185	185.0	antisense	ENSG00000174903	19	18	16	16	14	0	0.0228	0.0163	0.0697	173.3	185.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000254473_core_1	ENSG00000254473		U_ENSG00000254473.3	chr9	83708092	83708453	+	361	361.0	near_coding_5kb	.	18	15	15	13	12	1	0.0249	0.0183	0.0544	298.6	344.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000254693_core_1	ENSG00000254693	CD82-AS1	U_ENSG00000254693.1	chr11	44605112	44605320	-	208	208.0	antisense	ENSG00000085117	17	10	8	6	2	0	0.0459	0.0422	0.0895	141.1	152.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,equCab3,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000254733_core_2	ENSG00000254733		U_ENSG00000254733.2	chr11	86432418	86432642	+	224	224.0	antisense	ENSG00000151376	19	19	17	12	0	0	0.029	0.0243	0.0499	140.3	153.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000254802_core_2	ENSG00000254802		U_ENSG00000254802.2	chr8	60961374	60961582	-	208	208.0	intergenic	.	17	16	16	13	7	0	0.0262	0.0205	0.0722	179.6	201.0	HLbalEde1,HLcamDro2,HLdidVir1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rn7,susScr11
ENSG00000254837_core_1	ENSG00000254837	LIPT2-AS1	U_ENSG00000254837.3	chr11	74493405	74493973	+	568	568.0	antisense+sense	ENSG00000077514,ENSG00000175536	19	19	19	19	15	9	0.0124	0.0101	0.0234	350.6	347.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000254860_core_1	ENSG00000254860	TMEM9B-AS1	U_ENSG00000254860.8	chr11	8964960	8965148	+	188	188.0	antisense	ENSG00000175348,ENSG00000175352	17	14	12	10	1	0	0.0356	0.0266	0.0819	177.0	184.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000254862_core_2	ENSG00000254862	LGR4-AS1	U_ENSG00000254862.6	chr11	27472777	27472923	+	146	146.0	antisense	ENSG00000148943,ENSG00000205213	18	18	16	11	0	0	0.0306	0.0276	0.0479	139.3	143.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000254928_core_1	ENSG00000254928		U_ENSG00000254928.2	chr11	74457279	74457567	+	288	288.0	antisense	ENSG00000175538	19	19	19	19	19	10	0.0108	0.0099	0.0182	274.2	282.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000254933_core_2	ENSG00000254933		U_ENSG00000254933.1	chr11	76194640	76194946	+	306	306.0	antisense	ENSG00000085741	19	19	19	19	19	15	0.0097	0.009	0.0156	270.8	273.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000254980_core_1	ENSG00000254980		U_ENSG00000254980.1	chr11	111514485	111515013	-	528	528.0	antisense+sense	ENSG00000137707,ENSG00000183644	18	18	18	17	15	9	0.0125	0.0104	0.031	397.2	409.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000255114_core_1	ENSG00000255114	HYOU1-AS1	U_ENSG00000255114.1	chr11	119044267	119044555	+	288	288.0	antisense	ENSG00000149428	18	17	16	13	8	1	0.0261	0.0204	0.0779	207.6	221.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,monDom5,rheMac10,rn7,susScr11
ENSG00000255135_core_2	ENSG00000255135	EMSY-DT	U_ENSG00000255135.6	chr11	76444375	76444681	-	306	306.0	near_coding_5kb	.	19	14	14	8	5	1	0.036	0.0312	0.0848	223.4	241.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000255191_core_1	ENSG00000255191		U_ENSG00000255191.1	chr11	69985955	69986166	+	211	211.0	sense_overlapping	ENSG00000131620	17	16	16	12	9	0	0.0243	0.02	0.0558	201.8	208.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000255197_core_3	ENSG00000255197	SLC39A13-AS1	U_ENSG00000255197.8	chr11	47409035	47409271	-	236	236.0	antisense+sense	ENSG00000066336,ENSG00000165915	18	14	14	14	9	1	0.0305	0.0195	0.0905	196.3	198.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000255198_core_1	ENSG00000255198	SNHG9	U_ENSG00000255198.7	chr16	1964765	1965129	+	364	364.0	antisense	ENSG00000140988	18	16	15	12	4	0	0.0292	0.0239	0.0697	258.6	272.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000255224_core_1	ENSG00000255224		U_ENSG00000255224.3	chr8	144078297	144079105	-	808	808.0	antisense	ENSG00000178896	17	14	13	11	10	4	0.025	0.0175	0.0548	361.5	268.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000255234_core_1	ENSG00000255234	CCDC90B-AS1	U_ENSG00000255234.7	chr11	83286167	83286547	+	380	380.0	antisense	ENSG00000137500	17	15	14	12	11	1	0.0253	0.0142	0.0929	321.6	358.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000255250_core_1	ENSG00000255250		U_ENSG00000255250.3	chr11	86672123	86672451	+	328	328.0	antisense	ENSG00000151376	17	17	17	16	11	2	0.0169	0.0127	0.0366	319.4	325.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000255355_core_1	ENSG00000255355	PATL1-DT	U_ENSG00000255355.2	chr11	59669318	59669542	+	224	224.0	near_coding_5kb	.	17	9	9	9	4	0	0.0459	0.025	0.0932	172.8	215.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000255384_core_4	ENSG00000255384		U_ENSG00000255384.2	chr11	118434918	118435166	-	248	248.0	antisense	ENSG00000167283,ENSG00000285827	17	16	16	16	15	4	0.015	0.0111	0.0586	237.6	248.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000255390_core_3	ENSG00000255390	DCHS1-AS1	U_ENSG00000255390.1	chr11	6622107	6622270	+	163	163.0	antisense	ENSG00000166341	17	16	14	11	8	0	0.0263	0.0202	0.0506	126.1	153.0	HLbalEde1,HLcamDro2,HLdidVir1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000255451_core_1	ENSG00000255451		U_ENSG00000255451.2	chr11	44470984	44471192	+	208	208.0	intergenic	.	17	17	17	16	8	0	0.0198	0.0203	0.0307	171.8	182.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000255467_core_1	ENSG00000255467		U_ENSG00000255467.1	chr11	108121371	108121659	-	288	288.0	antisense	ENSG00000075239,ENSG00000166266	17	16	15	13	6	0	0.026	0.0216	0.08	237.8	252.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000255717_core_4	ENSG00000255717	SNHG1	U_ENSG00000255717.10	chr11	62855158	62855806	-	648	648.0	antisense	ENSG00000168003	18	14	13	13	13	2	0.0246	0.0133	0.0631	423.9	468.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000255808_core_1	ENSG00000255808	PDE2A-AS1	U_ENSG00000255808.1	chr11	72643276	72643484	+	208	208.0	antisense	ENSG00000186642	19	14	13	13	9	0	0.0329	0.0203	0.093	176.8	192.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000255856_core_1	ENSG00000255856		U_ENSG00000255856.2	chr12	122007526	122007814	-	288	288.0	antisense	ENSG00000110987	17	9	7	5	1	0	0.049	0.042	0.0952	166.9	152.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000255931_core_1	ENSG00000255931		U_ENSG00000255931.3	chr11	61505761	61505987	+	226	226.0	near_coding_5kb	.	17	17	17	16	16	1	0.0142	0.0125	0.0329	208.6	217.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000255966_core_1	ENSG00000255966	GAPDH-DT	U_ENSG00000255966.2	chr12	6533546	6533754	-	208	208.0	antisense	ENSG00000010292	17	9	8	6	1	0	0.0452	0.0414	0.0925	162.6	171.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rn7,susScr11
ENSG00000256034_core_2	ENSG00000256034		U_ENSG00000256034.1	chr11	73760810	73760970	+	160	160.0	antisense	ENSG00000175582	19	18	15	15	7	0	0.0258	0.0213	0.0561	157.1	158.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000256092_core_1	ENSG00000256092	SBNO1-AS1	U_ENSG00000256092.5	chr12	123363947	123364555	+	608	608.0	antisense	ENSG00000139697	17	14	14	14	13	5	0.0244	0.0161	0.0808	329.9	380.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,felCat9,mm39,monDom5,rheMac10,susScr11
ENSG00000256100_core_1	ENSG00000256100		U_ENSG00000256100.1	chr11	63986245	63986413	+	168	168.0	sense_overlapping	ENSG00000167770,ENSG00000176340	18	14	14	8	0	0	0.0359	0.0304	0.0674	156.7	160.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000256262_core_1	ENSG00000256262	USP30-AS1	U_ENSG00000256262.4	chr12	109052330	109052658	-	328	328.0	antisense	ENSG00000135093	17	15	12	9	7	1	0.0296	0.0264	0.0689	249.1	265.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000256312_core_3	ENSG00000256312		U_ENSG00000256312.2	chr12	132196121	132196437	+	316	316.0	antisense	ENSG00000182870	17	12	10	4	1	0	0.0465	0.0361	0.0948	190.8	208.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000256362_core_2	ENSG00000256362	LINC02375	U_ENSG00000256362.3	chr12	127344256	127344400	-	144	144.0	intergenic	.	17	15	14	11	1	0	0.0325	0.0282	0.0681	138.6	144.0	HLbalEde1,HLcamDro2,HLdidVir1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,susScr11
ENSG00000256389_core_2	ENSG00000256389		U_ENSG00000256389.2	chr12	17695582	17696030	+	448	448.0	intergenic	.	19	19	19	19	19	15	0.0086	0.0083	0.0138	261.1	248.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000256564_core_1	ENSG00000256564		U_ENSG00000256564.1	chr12	16573617	16573825	+	208	208.0	antisense+sense	ENSG00000008394,ENSG00000048540	19	19	19	19	16	0	0.0171	0.0169	0.0269	183.5	198.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000256628_core_1	ENSG00000256628	ZBTB11-AS1	U_ENSG00000256628.5	chr3	101676500	101677348	+	848	848.0	antisense	ENSG00000066422	19	19	19	18	16	8	0.0126	0.0128	0.0344	411.2	262.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000256654_core_1	ENSG00000256654		U_ENSG00000256654.5	chr12	4909946	4910472	+	526	526.0	sense_overlapping	ENSG00000111262	19	19	19	18	15	14	0.0101	0.0061	0.035	442.8	520.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000256699_core_1	ENSG00000256699		U_ENSG00000256699.1	chr12	129208680	129208928	+	248	248.0	antisense	ENSG00000151952	17	12	9	7	1	0	0.0476	0.0357	0.0946	181.7	182.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000256717_core_1	ENSG00000256717	LINC02698	U_ENSG00000256717.2	chr11	115659459	115659724	+	265	265.0	intergenic	.	18	18	17	16	11	1	0.0217	0.019	0.0436	189.2	179.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000256879_core_1	ENSG00000256879	PDE3A-AS1	U_ENSG00000256879.2	chr12	20361586	20361714	-	128	128.0	antisense	ENSG00000172572	17	16	12	6	0	0	0.0349	0.0316	0.0586	125.8	129.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,susScr11
ENSG00000256940_core_1	ENSG00000256940	PPP1R14B-AS1	U_ENSG00000256940.5	chr11	64245916	64246089	+	173	173.0	antisense	ENSG00000173457	17	13	11	8	1	0	0.0371	0.0306	0.0737	149.2	166.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000257002_core_1	ENSG00000257002	CHRM1-AS1	U_ENSG00000257002.2	chr11	62910680	62910808	+	128	128.0	antisense	ENSG00000168539	19	18	18	16	7	0	0.0264	0.0216	0.0918	114.8	124.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
