gene_bare	gene_name	overlap_category	coding_partners	n_cores	max_species_accepted	mean_species_per_core	best_mean_dist	best_median_dist	max_reference_core_length	max_species_d_le_0_05	max_species_d_le_0_04	max_species_d_le_0_03	max_species_d_le_0_02	max_species_d_le_0_01
ENSG00000273456		antisense	ENSG00000204217	1	17	17.0	0.0182	0.0143	328	17	16	15	12	1
ENSG00000296154		antisense	ENSG00000153774,ENSG00000261717	1	19	19.0	0.0182	0.0185	408	19	19	18	10	5
ENSG00000278156		antisense	ENSG00000102804	1	18	18.0	0.0182	0.0124	220	18	16	15	14	1
ENSG00000231999	LRRC8C-DT	antisense	ENSG00000197147	1	17	17.0	0.0184	0.0179	168	17	17	16	15	0
ENSG00000285833		antisense	ENSG00000204624	1	17	17.0	0.0185	0.0113	288	16	14	14	13	2
ENSG00000267439		antisense	ENSG00000205155,ENSG00000267796	1	19	19.0	0.0185	0.0066	631	17	17	15	14	11
ENSG00000223635	NUP133-DT	antisense	ENSG00000069248	1	18	18.0	0.0187	0.0168	286	18	18	16	13	1
ENSG00000226510		antisense	ENSG00000105668	1	18	18.0	0.0187	0.0173	168	18	18	17	14	0
ENSG00000237149		antisense	ENSG00000165655	1	18	18.0	0.0188	0.0108	466	17	15	14	14	3
ENSG00000289063		antisense	ENSG00000113811	1	19	19.0	0.0188	0.0134	768	17	17	17	13	9
ENSG00000308028		antisense	ENSG00000011422	1	17	17.0	0.0188	0.0109	368	16	14	14	13	7
ENSG00000299086		antisense	ENSG00000109158,ENSG00000170516	1	18	18.0	0.019	0.0119	276	16	16	16	15	2
ENSG00000305969		antisense	ENSG00000128045	1	17	17.0	0.019	0.0149	297	16	16	15	14	1
ENSG00000271989		antisense	ENSG00000175279,ENSG00000251503	1	17	17.0	0.019	0.0148	448	17	17	13	10	1
ENSG00000264985		antisense	ENSG00000069188	2	18	17.5	0.0191	0.0098	469	15	14	14	14	9
ENSG00000272589		antisense	ENSG00000214655	1	19	19.0	0.0191	0.0176	143	19	19	19	14	0
ENSG00000302957		antisense	ENSG00000176971	1	18	18.0	0.0192	0.0154	288	18	18	15	10	1
ENSG00000260122		antisense	ENSG00000196876	1	18	18.0	0.0192	0.0088	408	16	16	15	15	11
ENSG00000237298	TTN-AS1	antisense	ENSG00000155657	1	17	17.0	0.0193	0.0182	168	17	17	17	11	0
ENSG00000299019		antisense	ENSG00000176986,ENSG00000196968	1	19	19.0	0.0193	0.0141	728	17	16	16	13	6
ENSG00000297406		antisense	ENSG00000196369	2	18	17.5	0.0193	0.0132	248	17	16	15	14	0
ENSG00000275457		antisense	ENSG00000088930	1	18	18.0	0.0193	0.0178	328	17	17	17	14	1
ENSG00000230316	FEZF1-AS1	antisense	ENSG00000128610	2	19	19.0	0.0194	0.0125	688	19	16	15	13	9
ENSG00000294199		antisense	ENSG00000108175	1	17	17.0	0.0194	0.0141	318	16	15	14	12	1
ENSG00000271714	FAM169A-AS1	antisense	ENSG00000198780	1	17	17.0	0.0194	0.0167	288	17	15	15	12	2
ENSG00000235527	HIPK1-AS1	antisense	ENSG00000118655,ENSG00000163349	1	19	19.0	0.0195	0.0125	468	19	17	14	13	7
ENSG00000285612		antisense	ENSG00000197555	1	18	18.0	0.0196	0.0174	168	17	17	17	15	0
ENSG00000301695		antisense	ENSG00000138101	1	19	19.0	0.0196	0.013	358	18	16	16	14	6
ENSG00000176753	PAK6-AS1	antisense	ENSG00000137843	1	18	18.0	0.0197	0.0168	488	17	17	16	13	5
ENSG00000253420		antisense	ENSG00000169946	1	19	19.0	0.0197	0.0178	248	19	19	17	13	0
ENSG00000293498		antisense	ENSG00000178814	2	19	18.5	0.0197	0.0169	568	18	17	15	12	6
ENSG00000303230		antisense	ENSG00000182601	1	19	19.0	0.0197	0.0205	174	19	19	18	9	0
ENSG00000307644		antisense	ENSG00000101104,ENSG00000166913	1	19	19.0	0.0198	0.0106	334	17	17	15	14	8
ENSG00000267226		antisense	ENSG00000172175	1	17	17.0	0.0198	0.0179	208	17	17	16	12	0
ENSG00000287299		antisense	ENSG00000196141	1	19	19.0	0.0199	0.0134	335	17	17	15	14	4
ENSG00000289231		antisense	ENSG00000133884,ENSG00000173825	1	18	18.0	0.0199	0.0145	528	17	16	14	13	4
ENSG00000230530	LIMD1-AS1	antisense	ENSG00000144791,ENSG00000211456	1	17	17.0	0.0199	0.0198	345	17	17	17	11	0
ENSG00000308091		antisense	ENSG00000122012	2	19	18.0	0.02	0.0176	168	19	19	18	13	0
ENSG00000287553		antisense	ENSG00000108963	1	19	19.0	0.02	0.0142	288	18	18	17	13	1
ENSG00000294371		antisense	ENSG00000137090	1	18	18.0	0.02	0.0184	269	18	17	17	12	0
ENSG00000288012		antisense	ENSG00000166266	1	18	18.0	0.0201	0.0106	368	17	17	15	12	9
ENSG00000272023		antisense	ENSG00000155329	1	19	19.0	0.0201	0.0169	146	19	18	17	12	0
ENSG00000287089		antisense	ENSG00000096395	1	17	17.0	0.0201	0.0151	368	16	15	14	12	3
ENSG00000299667		antisense	ENSG00000163913	1	17	17.0	0.0201	0.0116	328	15	15	14	13	3
ENSG00000307136		antisense	ENSG00000182504	1	18	18.0	0.0202	0.0161	368	17	17	16	13	1
ENSG00000299092		antisense	ENSG00000172936	1	17	17.0	0.0202	0.0171	488	17	15	14	11	5
ENSG00000277459		antisense	ENSG00000137693	1	17	17.0	0.0203	0.0146	488	16	14	14	12	6
ENSG00000293630		antisense	ENSG00000005073,ENSG00000078399,ENSG00000253293,ENSG00000257184	1	17	17.0	0.0203	0.0099	368	14	14	14	13	10
ENSG00000307301		antisense	ENSG00000007047	1	17	17.0	0.0203	0.0185	155	17	17	15	12	0
ENSG00000177369	FLJ40194	antisense	ENSG00000198740	1	19	19.0	0.0203	0.0191	137	19	19	18	13	0
ENSG00000259583		antisense	ENSG00000154237,ENSG00000184254	2	17	17.0	0.0203	0.0172	484	16	15	15	12	3
ENSG00000224189	HAGLR	antisense	ENSG00000128652	1	18	18.0	0.0204	0.0072	568	15	14	13	12	10
ENSG00000307307		antisense	ENSG00000133226	1	17	17.0	0.0204	0.0179	166	17	17	15	11	0
ENSG00000275719		antisense	ENSG00000105281	1	17	17.0	0.0204	0.0122	488	15	15	15	12	2
ENSG00000271380	PYGO2-AS1	antisense	ENSG00000160691,ENSG00000163348	1	18	18.0	0.0205	0.0176	328	17	17	17	11	1
ENSG00000277954		antisense	ENSG00000186153	1	17	17.0	0.0205	0.0144	208	15	15	14	13	0
ENSG00000285587		antisense	ENSG00000151892	1	17	17.0	0.0205	0.0111	395	15	15	15	15	5
ENSG00000297096		antisense	ENSG00000155897	1	18	18.0	0.0206	0.0092	259	16	14	14	14	11
ENSG00000266441		antisense	ENSG00000088756	1	18	18.0	0.0207	0.0167	193	17	17	16	12	0
ENSG00000229533		antisense	ENSG00000146618	1	19	19.0	0.0207	0.014	248	17	17	16	16	1
ENSG00000302966		antisense	ENSG00000177628	1	18	18.0	0.0207	0.0114	234	16	16	16	16	2
ENSG00000308685		antisense	ENSG00000187772	1	17	17.0	0.0207	0.0186	162	17	17	15	10	0
ENSG00000295934		antisense	ENSG00000135249	1	18	18.0	0.0208	0.0175	253	18	17	17	11	1
ENSG00000309953		antisense	ENSG00000104320	1	18	18.0	0.0208	0.014	368	17	17	16	13	1
ENSG00000288856		antisense	ENSG00000183337	1	18	18.0	0.0208	0.0096	528	15	14	14	12	10
ENSG00000261513		antisense	ENSG00000040199	1	18	18.0	0.0208	0.0114	426	16	15	15	12	7
ENSG00000230408	BZW1-AS1	antisense	ENSG00000082153	1	18	18.0	0.0208	0.0186	323	18	17	16	10	2
ENSG00000294778		antisense	ENSG00000165046	1	19	19.0	0.0209	0.0135	448	18	17	15	12	3
ENSG00000288929		antisense	ENSG00000132510	1	17	17.0	0.0209	0.01	408	15	15	14	12	10
ENSG00000230729		antisense	ENSG00000168913	1	18	18.0	0.021	0.0176	137	18	18	15	12	0
ENSG00000249085		antisense	ENSG00000083312	1	18	18.0	0.021	0.0203	356	18	17	16	9	1
ENSG00000271991	TTC32-DT	antisense	ENSG00000183891	1	18	18.0	0.0211	0.009	968	16	15	15	13	10
ENSG00000288751		antisense	ENSG00000204227	1	19	19.0	0.0211	0.0109	328	17	16	16	15	9
ENSG00000246560		antisense	ENSG00000109332	1	18	18.0	0.0211	0.014	274	16	15	15	14	1
ENSG00000286974		antisense	ENSG00000168477	1	18	18.0	0.0211	0.0206	128	18	18	17	8	0
ENSG00000222020	HDAC4-AS1	antisense	ENSG00000068024	1	18	18.0	0.0212	0.0171	219	18	18	14	13	0
ENSG00000287061		antisense	ENSG00000197299	1	17	17.0	0.0212	0.0195	248	17	16	15	9	1
ENSG00000259285		antisense	ENSG00000128918	1	17	17.0	0.0212	0.009	438	15	15	13	13	10
ENSG00000308298		antisense	ENSG00000083067,ENSG00000119138	1	18	18.0	0.0213	0.0195	208	18	18	15	10	0
ENSG00000284839		antisense	ENSG00000154678	1	18	18.0	0.0213	0.019	328	17	17	16	10	0
ENSG00000297808		antisense	ENSG00000184349	1	18	18.0	0.0213	0.0139	288	16	16	16	13	5
ENSG00000232860	SMG7-AS1	antisense	ENSG00000116698	1	18	18.0	0.0213	0.0105	506	16	15	13	12	8
ENSG00000302261		antisense	ENSG00000132646	1	19	19.0	0.0214	0.0169	568	18	17	13	13	2
ENSG00000232377	GTDC1-AS1	antisense	ENSG00000121964	1	17	17.0	0.0214	0.0172	448	16	16	15	11	2
ENSG00000224066	IQCC-AS1	antisense	ENSG00000160050,ENSG00000160051	1	17	17.0	0.0214	0.0158	448	17	14	12	11	2
ENSG00000286447		antisense	ENSG00000080224	1	18	18.0	0.0214	0.0131	238	16	16	15	13	0
ENSG00000253320	MAILR	antisense	ENSG00000155096	1	19	19.0	0.0215	0.0199	273	19	18	16	10	1
ENSG00000293923		antisense	ENSG00000136848	1	17	17.0	0.0216	0.0167	198	16	16	15	11	0
ENSG00000241313		antisense	ENSG00000018408	1	18	18.0	0.0216	0.017	179	17	16	16	12	0
ENSG00000294902		antisense	ENSG00000112182	1	18	18.0	0.0216	0.021	248	18	18	16	8	1
ENSG00000305737		antisense	ENSG00000179950,ENSG00000185189	1	19	19.0	0.0217	0.017	244	18	17	16	13	0
ENSG00000258920		antisense	ENSG00000053254	1	19	19.0	0.0217	0.0117	363	17	17	12	12	9
ENSG00000236107	SCN1A-AS1	antisense	ENSG00000144285,ENSG00000169432	1	17	17.0	0.0217	0.0163	169	16	16	16	13	0
ENSG00000257599	OVCH1-AS1	antisense	ENSG00000187950	1	17	17.0	0.0217	0.0141	368	16	16	14	12	1
ENSG00000234892		antisense	ENSG00000159307	1	19	19.0	0.0217	0.0177	248	18	18	15	15	1
ENSG00000301358		antisense	ENSG00000087095	1	18	18.0	0.0218	0.0204	168	18	18	16	8	0
ENSG00000277283	RAB35-AS1	antisense	ENSG00000111737	1	18	18.0	0.0218	0.0127	448	17	16	14	11	1
ENSG00000224505	HEXIM2-AS1	antisense	ENSG00000168517,ENSG00000186834	1	18	18.0	0.0218	0.0171	528	17	17	15	10	1
ENSG00000289979		antisense	ENSG00000092330	1	19	19.0	0.0218	0.0149	408	18	16	14	13	1
ENSG00000234203		antisense	ENSG00000108509	1	17	17.0	0.0218	0.0213	168	17	17	17	7	0
ENSG00000253806		antisense	ENSG00000130193	1	18	18.0	0.0219	0.0202	164	18	17	16	7	0
ENSG00000306708		antisense	ENSG00000137825	1	18	18.0	0.0219	0.0202	123	18	18	17	8	0
ENSG00000267365	KCNJ2-AS1	antisense	ENSG00000123700	1	18	18.0	0.0219	0.0136	568	16	16	14	13	5
ENSG00000227659		antisense	ENSG00000125246	1	17	17.0	0.0219	0.0202	172	17	16	16	8	0
ENSG00000265142	MIR133A1HG	antisense	ENSG00000101752	1	17	17.0	0.022	0.0216	208	17	17	16	6	0
ENSG00000285608		antisense	ENSG00000100852	1	17	17.0	0.022	0.0194	208	17	16	15	9	0
ENSG00000267580		antisense	ENSG00000245848	1	17	17.0	0.0221	0.0133	248	15	15	15	13	1
ENSG00000287009		antisense	ENSG00000177853	1	19	19.0	0.0221	0.0117	608	17	17	13	11	7
ENSG00000226812	R3HDML-AS1	antisense	ENSG00000101074	1	17	17.0	0.0221	0.0183	230	16	16	14	11	0
ENSG00000245937	SLC12A2-DT	antisense	ENSG00000230561	1	18	18.0	0.0221	0.019	280	17	17	15	12	1
ENSG00000310136		antisense	ENSG00000133812	1	17	17.0	0.0221	0.0098	368	15	12	12	12	9
ENSG00000289018		antisense	ENSG00000187514	1	17	17.0	0.0222	0.0141	555	16	15	12	11	2
ENSG00000288271		antisense	ENSG00000127081	1	17	17.0	0.0222	0.021	170	16	16	16	6	0
ENSG00000303305		antisense	ENSG00000115507	1	17	17.0	0.0222	0.0223	147	17	17	17	4	0
ENSG00000260806		antisense	ENSG00000090060	1	19	19.0	0.0223	0.0176	608	19	17	13	10	1
ENSG00000306880		antisense	ENSG00000122691	1	17	17.0	0.0224	0.0141	568	14	14	13	12	5
ENSG00000304102		antisense	ENSG00000164972	1	19	19.0	0.0225	0.0195	208	19	18	16	10	0
ENSG00000304244		antisense	ENSG00000158711	1	17	17.0	0.0225	0.0193	488	16	15	15	9	1
ENSG00000307066		antisense	ENSG00000132510	1	18	18.0	0.0225	0.0167	288	16	15	14	10	1
ENSG00000286575		antisense	ENSG00000148842,ENSG00000214435,ENSG00000270316	1	17	17.0	0.0225	0.0263	648	16	16	14	8	2
ENSG00000204044	SLC12A5-AS1	antisense	ENSG00000100985,ENSG00000124140	1	19	19.0	0.0226	0.0128	288	16	15	15	14	1
ENSG00000305541		antisense	ENSG00000143398	1	19	19.0	0.0226	0.0179	488	16	16	15	12	7
ENSG00000240990	HOXA11-AS	antisense	ENSG00000005073	3	19	18.33	0.0226	0.01	368	14	14	14	13	9
ENSG00000253445		antisense	ENSG00000214357	1	19	19.0	0.0226	0.0186	285	17	17	16	11	1
ENSG00000268093		antisense	ENSG00000063176	1	18	18.0	0.0226	0.0174	407	17	15	13	9	5
ENSG00000303897		antisense	ENSG00000145715	1	17	17.0	0.0227	0.0178	528	16	15	14	11	3
ENSG00000287967		antisense	ENSG00000184076	1	17	17.0	0.0227	0.0211	248	17	16	14	7	0
ENSG00000261054	SYNM-AS2	antisense	ENSG00000182253	2	18	17.5	0.0227	0.018	408	17	16	13	11	0
ENSG00000309494		antisense	ENSG00000144642	1	17	17.0	0.0227	0.0227	325	16	16	13	7	3
ENSG00000287642		antisense	ENSG00000137460	1	19	19.0	0.0227	0.0172	685	17	17	14	11	2
ENSG00000297403		antisense	ENSG00000107807	1	17	17.0	0.0227	0.0208	128	17	17	15	2	0
ENSG00000298520		antisense	ENSG00000115241	1	18	18.0	0.0227	0.0161	248	16	15	14	13	0
ENSG00000244184	PELP1-DT	antisense	ENSG00000141456	1	19	19.0	0.0228	0.0201	236	19	18	16	9	0
ENSG00000254452		antisense	ENSG00000174903	1	19	19.0	0.0228	0.0163	185	18	16	16	14	0
ENSG00000235078		antisense	ENSG00000182551	1	17	17.0	0.0229	0.0218	602	17	16	13	8	1
ENSG00000241158		antisense	ENSG00000163638	1	19	19.0	0.0229	0.0208	208	19	19	16	9	0
ENSG00000302013		antisense	ENSG00000183117	1	19	19.0	0.0229	0.0173	328	17	17	16	13	1
ENSG00000269893	SNHG8	antisense	ENSG00000164099	1	19	19.0	0.0229	0.0124	575	16	16	13	12	4
ENSG00000293484	TEX14BP	antisense	ENSG00000004777	1	19	19.0	0.0229	0.0131	791	17	16	14	11	6
ENSG00000286320		antisense	ENSG00000196782	1	17	17.0	0.0229	0.0194	774	16	16	12	9	5
ENSG00000234076	TPRG1-AS1	antisense	ENSG00000188001	1	17	17.0	0.023	0.0119	393	15	15	15	12	1
ENSG00000207955		antisense	ENSG00000167118	1	19	19.0	0.023	0.0053	728	15	15	14	13	11
ENSG00000294616		antisense	ENSG00000105376	1	19	19.0	0.0232	0.0108	408	16	14	13	13	9
ENSG00000287921		antisense	ENSG00000183780	1	19	19.0	0.0232	0.0152	347	17	16	16	15	1
ENSG00000267223		antisense	ENSG00000198597	1	19	19.0	0.0233	0.0204	168	19	18	14	9	0
ENSG00000307107		antisense	ENSG00000169554	1	19	19.0	0.0233	0.0218	208	19	18	16	8	0
ENSG00000235189		antisense	ENSG00000156697	1	18	18.0	0.0233	0.0125	331	15	15	14	11	4
ENSG00000248719		antisense	ENSG00000152784	1	17	17.0	0.0233	0.0205	168	16	15	14	8	0
ENSG00000254369	HOXA-AS3	antisense	ENSG00000105997,ENSG00000106004,ENSG00000106006,ENSG00000197576	1	17	17.0	0.0233	0.0159	168	16	16	15	12	0
ENSG00000289924		antisense	ENSG00000164251	1	17	17.0	0.0234	0.0139	728	15	15	13	11	5
ENSG00000235300	SKAP1-AS2	antisense	ENSG00000141293	1	17	17.0	0.0234	0.0203	128	16	16	16	7	0
ENSG00000304134		antisense	ENSG00000162782	1	18	18.0	0.0235	0.0222	221	18	18	15	7	0
ENSG00000267760		antisense	ENSG00000198597	1	17	17.0	0.0235	0.0169	278	15	15	15	11	0
ENSG00000286444		antisense	ENSG00000101474	1	18	18.0	0.0235	0.0241	568	18	18	15	6	1
ENSG00000231691		antisense	ENSG00000143850	1	19	19.0	0.0235	0.02	363	17	17	16	10	1
ENSG00000214248		antisense	ENSG00000076984,ENSG00000171017	1	18	18.0	0.0236	0.0163	568	16	16	13	10	2
ENSG00000249637	ANKHD1-DT	antisense	ENSG00000113073	1	19	19.0	0.0237	0.0158	282	18	16	13	13	0
ENSG00000257913	DDN-AS1	antisense	ENSG00000167548,ENSG00000181418,ENSG00000181929	1	18	18.0	0.0238	0.0146	488	16	14	12	11	7
ENSG00000228417		antisense	ENSG00000119950	1	19	19.0	0.0238	0.0187	163	18	17	17	12	0
ENSG00000273082		antisense	ENSG00000133424	2	18	17.5	0.0238	0.0152	255	17	16	12	11	1
ENSG00000231871	IPO9-AS1	antisense	ENSG00000134369,ENSG00000198700	1	19	19.0	0.0238	0.0208	128	18	18	18	9	0
ENSG00000224020		antisense	ENSG00000148200	1	17	17.0	0.0239	0.016	262	16	13	13	10	5
ENSG00000285632		antisense	ENSG00000085788,ENSG00000156735	1	19	19.0	0.0239	0.0181	208	18	17	14	11	0
ENSG00000250467		antisense	ENSG00000109132	1	19	19.0	0.0239	0.0192	128	19	16	15	13	0
ENSG00000295295		antisense	ENSG00000139874	2	18	17.5	0.0239	0.02	328	16	15	15	9	1
ENSG00000233006	MIR3936HG	antisense	ENSG00000197208,ENSG00000197375	1	17	17.0	0.024	0.0159	568	15	14	14	12	4
ENSG00000305058		antisense	ENSG00000132639	1	19	19.0	0.024	0.0221	768	19	18	13	7	2
ENSG00000228084		antisense	ENSG00000117620	1	19	19.0	0.0241	0.0212	230	19	18	15	9	0
ENSG00000296265		antisense	ENSG00000096401	1	18	18.0	0.0241	0.0148	248	15	15	15	14	0
ENSG00000307784		antisense	ENSG00000154229	1	17	17.0	0.0241	0.0188	368	16	16	11	9	1
ENSG00000268218		antisense	ENSG00000167522	1	18	18.0	0.0241	0.0169	448	16	14	12	12	1
ENSG00000305954		antisense	ENSG00000204070	1	17	17.0	0.0242	0.0152	368	16	12	12	10	6
ENSG00000259589		antisense	ENSG00000103657	1	17	17.0	0.0242	0.0201	161	16	16	16	8	0
ENSG00000237594		antisense	ENSG00000156299	1	19	19.0	0.0242	0.0181	191	16	16	16	15	0
ENSG00000309767		antisense	ENSG00000165156,ENSG00000259305	1	19	19.0	0.0243	0.0167	208	17	17	17	14	0
ENSG00000226252		antisense	ENSG00000162367	1	17	17.0	0.0243	0.0165	328	15	14	13	10	1
ENSG00000300536		antisense	ENSG00000143315,ENSG00000177807	1	19	19.0	0.0243	0.015	603	16	16	12	12	5
ENSG00000261790		antisense	ENSG00000127554,ENSG00000127561	1	18	18.0	0.0243	0.014	408	16	14	13	12	5
ENSG00000256092	SBNO1-AS1	antisense	ENSG00000139697	1	17	17.0	0.0244	0.0161	608	14	14	14	13	5
ENSG00000289890		antisense	ENSG00000078061	1	18	18.0	0.0244	0.0136	197	17	13	13	13	0
ENSG00000293799		antisense	ENSG00000148481	1	19	19.0	0.0245	0.0174	168	17	17	17	12	0
ENSG00000273249		antisense	ENSG00000196363	1	17	17.0	0.0246	0.0236	449	16	16	15	3	1
ENSG00000232907	DLGAP4-AS1	antisense	ENSG00000080845,ENSG00000101335	1	19	19.0	0.0246	0.0152	394	16	15	13	12	1
ENSG00000251151	HOXC-AS3	antisense	ENSG00000180818,ENSG00000273049	1	18	18.0	0.0246	0.0243	120	18	18	17	0	0
ENSG00000255717	SNHG1	antisense	ENSG00000168003	1	18	18.0	0.0246	0.0133	648	14	13	13	13	2
ENSG00000291081		antisense	ENSG00000251287	1	17	17.0	0.0248	0.0232	135	17	16	15	1	0
ENSG00000246982	BRPF3-AS1	antisense	ENSG00000096070,ENSG00000112062,ENSG00000156711	1	19	19.0	0.0248	0.0211	131	18	18	15	7	0
ENSG00000272729		antisense	ENSG00000128652	1	19	19.0	0.0248	0.012	408	16	16	13	13	7
ENSG00000228035	NGF-AS1	antisense	ENSG00000134259	1	18	18.0	0.0248	0.0204	308	16	16	15	8	0
ENSG00000246777	DYNC1LI2-DT	antisense	ENSG00000249961	1	18	18.0	0.0248	0.0206	208	17	15	13	8	0
ENSG00000228506	PNISR-AS1	antisense	ENSG00000123552,ENSG00000132424	1	17	17.0	0.0249	0.0193	208	16	14	14	9	0
ENSG00000293678		antisense	ENSG00000177119	1	18	18.0	0.025	0.0182	488	15	15	11	10	6
ENSG00000261898		antisense	ENSG00000161920	1	18	18.0	0.025	0.0196	299	17	14	13	9	0
ENSG00000301772		antisense	ENSG00000185313	1	18	18.0	0.025	0.0226	208	18	17	13	7	0
ENSG00000255224		antisense	ENSG00000178896	1	17	17.0	0.025	0.0175	808	14	13	11	10	4
ENSG00000227487		antisense	ENSG00000149294	1	18	18.0	0.0251	0.0194	128	15	15	15	11	0
ENSG00000272894	MIOS-DT	antisense	ENSG00000164654	1	17	17.0	0.0251	0.0227	208	16	16	14	2	0
ENSG00000267757	EML2-AS1	antisense	ENSG00000125746	1	17	17.0	0.0251	0.015	248	14	14	14	13	1
ENSG00000295820		antisense	ENSG00000257411	1	17	17.0	0.0252	0.0147	288	16	15	11	11	1
ENSG00000264448		antisense	ENSG00000164951	1	17	17.0	0.0252	0.0178	528	16	14	11	9	3
ENSG00000308139		antisense	ENSG00000290217	1	17	17.0	0.0252	0.0122	328	15	15	14	11	2
ENSG00000265313	LINC01476	antisense	ENSG00000175155	1	18	18.0	0.0253	0.0168	208	16	15	11	11	0
ENSG00000263004	AKAP1-DT	antisense	ENSG00000121057	1	17	17.0	0.0253	0.0223	192	16	16	15	4	0
ENSG00000255234	CCDC90B-AS1	antisense	ENSG00000137500	1	17	17.0	0.0253	0.0142	380	15	14	12	11	1
ENSG00000297244		antisense	ENSG00000116580	1	17	17.0	0.0254	0.0246	136	17	17	14	1	0
ENSG00000188693	CYP51A1-AS1	antisense	ENSG00000001630,ENSG00000240720,ENSG00000285772,ENSG00000285953,ENSG00000289027	1	17	17.0	0.0254	0.0191	328	16	14	13	9	1
ENSG00000237773		antisense	ENSG00000106546	1	19	19.0	0.0254	0.0207	184	19	17	13	8	0
ENSG00000295516		antisense	ENSG00000151422	1	18	18.0	0.0254	0.0218	328	17	15	11	8	1
ENSG00000266036	SLC9A3R1-AS1	antisense	ENSG00000109062,ENSG00000172794	1	17	17.0	0.0255	0.0186	223	16	13	12	11	0
ENSG00000257303	CNPY2-AS1	antisense	ENSG00000062485,ENSG00000135473,ENSG00000144785,ENSG00000257727	1	17	17.0	0.0255	0.0156	488	14	14	12	11	1
ENSG00000298665		antisense	ENSG00000100083	1	19	19.0	0.0255	0.0232	166	18	17	16	6	0
ENSG00000234775	ADORA1-AS2	antisense	ENSG00000163485	1	17	17.0	0.0256	0.0209	368	16	15	12	8	2
ENSG00000295822		antisense	ENSG00000167014	1	19	19.0	0.0256	0.0196	368	16	16	16	10	1
ENSG00000286067		antisense	ENSG00000089159	1	18	18.0	0.0256	0.0226	128	18	17	13	2	0
ENSG00000272008		antisense	ENSG00000188994	1	19	19.0	0.0256	0.0104	808	16	15	15	13	9
ENSG00000237737	DCTN1-AS1	antisense	ENSG00000204843	1	17	17.0	0.0256	0.0222	388	16	16	13	5	1
ENSG00000285728		antisense	ENSG00000171960,ENSG00000186409	1	18	18.0	0.0256	0.0149	448	16	13	13	10	4
ENSG00000307098		antisense	ENSG00000173898	1	19	19.0	0.0256	0.0196	266	17	15	14	10	1
ENSG00000258425		antisense	ENSG00000119681	1	17	17.0	0.0257	0.0188	153	16	15	15	10	0
ENSG00000177640	CASC2	antisense	ENSG00000107560	1	18	18.0	0.0257	0.0158	240	16	16	14	11	1
ENSG00000299992		antisense	ENSG00000037749	1	19	19.0	0.0258	0.0201	328	17	15	14	9	1
ENSG00000275454		antisense	ENSG00000177971	1	18	18.0	0.0258	0.0164	608	15	15	14	12	4
ENSG00000289285		antisense	ENSG00000136950	1	19	19.0	0.0258	0.0258	368	19	16	13	8	1
ENSG00000237938		antisense	ENSG00000116786,ENSG00000162461	1	18	18.0	0.0258	0.019	269	17	16	13	11	0
ENSG00000301541		antisense	ENSG00000143553	1	18	18.0	0.0258	0.0207	208	17	17	15	8	0
ENSG00000289311		antisense	ENSG00000122970,ENSG00000174437	1	19	19.0	0.0258	0.0194	287	18	17	16	10	1
ENSG00000302197		antisense	ENSG00000168056	1	18	18.0	0.0258	0.0153	171	15	14	14	14	0
ENSG00000256034		antisense	ENSG00000175582	1	19	19.0	0.0258	0.0213	160	18	15	15	7	0
ENSG00000225235	INTS6L-AS1	antisense	ENSG00000165359	1	17	17.0	0.026	0.0195	193	15	14	14	11	0
ENSG00000255467		antisense	ENSG00000075239,ENSG00000166266	1	17	17.0	0.026	0.0216	288	16	15	13	6	0
ENSG00000305264		antisense	ENSG00000136099	1	17	17.0	0.0261	0.0222	153	16	16	12	3	0
ENSG00000287088		antisense	ENSG00000175894	1	17	17.0	0.0261	0.022	488	16	15	11	8	1
ENSG00000255114	HYOU1-AS1	antisense	ENSG00000149428	1	18	18.0	0.0261	0.0204	288	17	16	13	8	1
ENSG00000293468		antisense	ENSG00000107669	1	18	18.0	0.0261	0.0235	208	18	15	12	7	0
ENSG00000285881		antisense	ENSG00000168487	1	18	18.0	0.0263	0.021	472	16	14	12	8	1
ENSG00000255390	DCHS1-AS1	antisense	ENSG00000166341	1	17	17.0	0.0263	0.0202	163	16	14	11	8	0
ENSG00000287045		antisense	ENSG00000120756	1	18	18.0	0.0264	0.0196	589	15	15	13	9	4
ENSG00000257002	CHRM1-AS1	antisense	ENSG00000168539	1	19	19.0	0.0264	0.0216	128	18	18	16	7	0
ENSG00000272944		antisense	ENSG00000116106	1	17	17.0	0.0265	0.0184	688	15	15	14	9	1
ENSG00000272677	HNRNPD-DT	antisense	ENSG00000138668	1	17	17.0	0.0265	0.0235	288	17	16	11	5	1
ENSG00000234678	ELF3-AS1	antisense	ENSG00000163435,ENSG00000176393	1	19	19.0	0.0266	0.0177	216	16	16	15	11	0
ENSG00000298609		antisense	ENSG00000167074	1	19	19.0	0.0266	0.0177	328	16	15	14	11	1
ENSG00000272374	SCUBE3-AS1	antisense	ENSG00000146197	1	18	18.0	0.0267	0.0142	448	14	13	10	10	6
ENSG00000258377		antisense	ENSG00000168282	1	19	19.0	0.0267	0.0227	220	18	17	13	5	0
ENSG00000272817		antisense	ENSG00000174721	1	18	18.0	0.0268	0.0229	209	17	15	12	6	0
ENSG00000258057	BCDIN3D-AS1	antisense	ENSG00000167566,ENSG00000186666	1	18	18.0	0.0268	0.0214	168	16	16	15	8	0
